,title,company,salary,summary,location,link
488,Senior Software Engineer,Holland and Barrett,,Implement performant software using documented algorithms and methods of software optimisation on functional team platform.,Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13Q-I5H1exbj-7eLG-tf_p4ussPD4P1_UGN5awZ2zrL6qMaZHur5iQFwtdIjkUHFSkqKuc8vTwYsZIY7_GdtMRknD0Lu5INHzJPk2ILJSvg2sZURmBt2vH567uBEe0lAO98Y1Fqjrywvfzp5Z2MFEny6Ivxb6l-b3-jNFeXCyzBzT0djwfywGSMfJz8A3IbV8Rfbkc5No2hQ7u3P4xNh6b4EbIUQnPGngqaSbj3l2PfwmnX6MiUgdbkSIi_S9KmaC5SF7nsPAGxe5DMeN32DEf7nPpnBiErsm7P5UhsZ3YSFYRndqMhvJ07kJkKsez85lxXDeA1hQa3qPymMretsF4P-8nfRCSaCvkCZoNE3wQuYw1g5ITwOsOo-svCLvVSp0yNDQji0BkPVU8UyUd-NKdkiftKaMkpMtL8TNHVN1Q-BB87K27xJDKml_4Xd5Np3tGXmHooJ03m9GWec2rOHcg3fjIKrWMTyNRWhIgq7vSuN_HlajZRa8-0UFTvMt5ujB3d7YIKz4vLTb5j8ncWUOVDw9FHRi3JB3x8hgo8mNQ91nu4JX4PiwMc8dne44I5dNvDHBK0ezvc3jifD3UZMdpNzjC7sf4DsCzUi3DtpZwWvTwDIgR9jMAkigMPO979vuPrNRk35gE9lF_Qb4FLIPUtXqdjgCPll3pPyjUJuuyeXzd-IUxvDMwR6s3dfftwB-EDbZ0305ktuAD_vlIy_w4Muna741V_Y8WtUS17LUiahAPbyY40zkLfS_jwTOJMbord1meMJgqesKxW047B2-ZN0fpgatoagIil_z-a1oM6LtHbdPS2u-XlJu6rtEdk7fUTNlP0zmEVcqBbNVSmQPd0pt-mRs877sjTT4FQyUbOeHfxJouS-3nhiwlKD4g4oHUH3Zlf3Imwao9ltw6uE5Ujt3NOD7F8i9fiuS71m6gWlog==&p=5&fvj=0&vjs=3
489,Senior Software Engineer - Payments,10x Banking,,"Demonstrated ability to coach or mentor software engineers in all aspects of their engineering skill-sets.
Deep understanding of the Agile Process, Scaled Agile…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13RxN6ktcguadmfSW3-xDyE7sU9ek6qL-EWirJj81UmdCPDc4p-lwyG89CKXmKxXATYdEjzEus3Wg4bNUaRbP8BihNwO3AsaEoYmH3ISLRWRzkp30OAh1ubrRBkxyaLaL0icJOfG7_p_1b3WEyjlquWtTVwjCQue4c4WEM-hGjnZexj6OdUto0sDiqe1pXvVossWcdpaIWGN-8FwYYW4wzF-aeLKcdQFnkNYtFUbz-Vbq_i6gz08322pmhN3lcaMdMLagA5iZzHqFg5Tpvm3yLkiPsg9n15abpJx4KZ9JNsPrvxLBlloIYKgzS202TNC862e9wIrSEAZyJZ9SRF0xrds5R5-WO7KEDFodNZs5dsQlLDgETy6QnwIXzPzksW5Ih38nu5jv3P83R0re244_9njoQ3ck53r5WYUiERK9NZKTo60ZTOhuKPo2STWRzLJ4iF5BEgZQ_toQ4L-qdbLoF-4iavpuzZMSK6cK64FYcSSIoNoZjfXw1qQtHkfadeKx30TLfeGmEPCqiDOkgqWVmCTXJH1bG8Tx1smGJno1ULizUYVTquxD_wLJORuL9M1OCSueqM_j6Jv3Ezrq2PBZZRyl631z73PnGFKc4b8Ke6vgcju3X-vuP4dAW5N5hz_PUmguHcOj-thRlu5_m__PvM_6lcSCSDuxIiUTlZWk9tBYjoAXTI_EKQVrMhtHvysHMSucQHhEXmtlyZzEPjCLR9L_UxHBj0yoYLO_9wZ0YsFfIAeFX8ag2WipnfjuhYQsbOLrJ-ctlzSeVxixB21KGEihUJy9LG844t0570iyNlZLtwU45ly9ORD0yXgVbnFIyju2ah5HNLnn71ihJxoxdmcqBYDEtBwGpBEJMkK70JWiG5njMExY7rN_TLU9wqv9FDetIcqjAImYV0MSXoxZlSwCKGWvMRW_Mhq20Ey81tkbUivlGGd062m&p=6&fvj=0&vjs=3
490,Senior React Developer,Luxus Worldwide,,"Familiarity with the principles of Agile software development.
Mentor junior developers and ensure they become good team members with good communication and…",Remote,https://uk.indeed.com/rc/clk?jk=a61c1e97aa1fee07&fccid=d0361cbc2124a094&vjs=3
491,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
492,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
493,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
494,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
495,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
496,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
497,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
498,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
499,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
500,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
501,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
502,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
503,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
504,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
505,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
506,Senior Product Engineer,Arbor Education,,"Extensive experience in PHP software development.
Good understanding of modern software engineering principles.",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13RelmwKNd-Ie84R5TpUJYbvxmbJSF9gySG3GlQOVTQXvI-1618ObSqjknda4yQ-o-k-086PvsZ7ABKRGuL6Wasin6p49n_A1EYjYKXLzvTs5JnX8bIrtajlTaNJ-ZKMaw11I_QNi9AvMZrkkMwqP912xO_W94ow6XxBEvSiXhBPUEJqGJEaRtlgQ28Q_mQuUdA82rGoMkG7oEnbQuX89PviXOurgnV3c8CsCbCieewV-fbUfJMgAeMcDOx4FF8Y2oT3FmNtax2YwafzM0jK4k7cCy6EIYc95LjjOAFF3b0cbQcJPJy0MwR92NM2mgL7VVYbMw7y81Y7-qqYcZW2WRqgGd7XenkuPsGqsYZF9NQr4tF_SKlE5c7111zJ8QVn0LEboYjwSuSSNcMhxJtKMVGkRdbfqEHiC9dr1-ni_iolH11stPJxgIusmerIVD7OslCAla28qbUrEV00gepz0mQ6RspYUqPWI1x63d4-4DNoLwJq5MnKAcwpwUnj3wSYDaXM5i9PdpckIjd0P8xem8ffv9wqtVspG4skZEM49rsdLmteYfvwvyQKfRLM0aRXX90rbh_-CIpbvoHqYqSQZIDeRym3Q783K_x5mGqRqK72SzoJrYMOLPxZOTRHWKqAhlj1fn9_FbMMKcjF5B7lWiR1RszYP3RpcA60XN2N--WbJy9r5tozdUCMw_ZhE0OWKzFIGLiAh-CJ_3HuIznUzzrmkpdEbJHhNouiw7zRoW5gr43i1kxbMJAsS62zR0EEkGNAJd-ccIvgSo73GQ2bp2KWA52YqSTpH7lVVXvEDlcUW6bDVDx1yMUb2X0jWL4qk1l5uHpCoaXRZaF9v7_rmRU2nMmP75i9birfD7rvPQ8gVJh2DG7QxadTYmYSHawKigrIPPRNIgEsupZX3mwWGTlONRGu_UBqCtBG7iDq_n4kf6SM0avkc-aM&p=8&fvj=0&vjs=3
507,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
508,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
509,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
510,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
511,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
512,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
513,Senior Android Developer,Crimson Panda,,"Strong passion for best practice software development.
Able to nurture talent and delegate ownership to junior team members to help their development.",Remote,https://uk.indeed.com/rc/clk?jk=5554333ed1825242&fccid=1fc10225da74be0d&vjs=3
514,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
515,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
516,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
517,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
518,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
519,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
520,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
521,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
522,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
523,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
524,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
525,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
526,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
527,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
528,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
529,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
530,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
531,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
532,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
533,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
534,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
535,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
536,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
537,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
538,"Mid-level Full Stack Engineer (React / Node.js) (Remote, US...",Novata,,"Coach and mentor junior team members and help them to develop and improve their skills and abilities.
Work closely with other engineers to architect and…",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13QPd5Oj-0BvcZIg6nvX4EZCNl5XerrDzK_K8pZ1WwD91qWusuhoLG7635Siw1pPXW_ywRtVgiCuLiyeVyJtzIRuMh6MbMnf1JyWHaWDM1BjVKP0W6TOR6vhgYKZi4-C_Eb_v0bMzZn7GF_FBLO6XBYlCAi4KRv7m0eV-aKSu50YqMcRNbtHn8UvMxm3rifo8Q3DzR7CpIGQtozwqj3VYHUdzk6gsPGMqzY0lSOmU5qDoQvBU7vK7VeC3-MpBMVzq0Sid_qMmkd1h6GM4M1WQ5yy2rrxSJrBIuLBq2lBTtGSGT-cH2PniApOQXUlFhmJyH7fjYd-Mk08D-QqAmdcZz7YjX7Tu4RPIG9WFiLXicq1XBM_uAuwBoeMpMX1joz6lSuDs2YX0m49Atw5GQcUmrzE6nNCXtlPIA9sebDz6t2731ivZ0HGvAyi2hGZjjS9grvRYWCDsWslZLRrbWJPLxV_AxUP-pkaiXgdPynz84_1JXfrPP8M7CMRvoXVfA_ubHAkBkJJ7ZAqRc-SVmk1UI03N5LdpRFv36-0sPckqz5wAQTiBH371hbtZykFfsghYK-A1hKNfXqknvfkGptDFFvjR_dxzg7mqwHkmSVzX13k75FxTMOdqn2tS9v9ZJPKcv9nbfyuODrl8qEAP1QLo6gsMaqLjiuz0kPB5WlzvScmWxGWQNyZZPVJ5IdSSHRrvlQhHb0vidHyJ_QTFDQ-giraj2N-PBW_UUJvEjWaR5YbtVtGWbN6Ts768UBpHEDCS4Fuw4ZLYn8XWZGTllazoMPhsOuB10ZxlESZPPjhAiLZ0QERbB9HOiZCIzz0h8NkpFrdhSwz6GJbaIDiODuXXSjZ9bvPpgEpB97p2QimznOt6F14H0rWmo5lTKufhDbBrgqS4zzhsWN_8ytkoV0jGiyEMsk-6zgVuPJVby_tFRbHIv1hEM3YTHDkP09vWtGJAKgdOVQsqEwq1H6zphQjtlZ0H-PTQyn5XUVx-tYA_ICQQANw11ma6odB&p=10&fvj=0&vjs=3
539,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
540,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
541,Senior SAP Core Insurance Architect: Claims Management,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=1f5d0742617f02dd&fccid=0d6aec866fba2ad5&vjs=3
542,Senior SAP Core Insurance Architect: Insurance Product Manag...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=a3ac10a51949bb34&fccid=0d6aec866fba2ad5&vjs=3
543,"Senior Backend Engineer (Python) - Europe, Remote - US Time...",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=0c53dc3666a330b8&fccid=56947a13dff13841&vjs=3
544,Senior Go Developer - API as Integration,Tyk Technologies,,"Designing highly-available distributed software.
Passion for continuously improvement software delivery lifecycle.
Strong backend engineering experience in Go.",Remote,https://uk.indeed.com/rc/clk?jk=286bb01f18024d25&fccid=9bb8592b4cd180d0&vjs=3
545,Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=45027e7f57fc5cda&fccid=4b0e4e241ddcf265&vjs=3
546,Senior Full Stack Engineer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=01431266c738c96f&fccid=4b0e4e241ddcf265&vjs=3
547,DevOps Engineer - Azure - United Kingdom,Solo Search,,"Experience of mentoring more junior members of the team.
Suitable for: DevOps Engineer with approx.
The Azure DevOps Engineer will join an experienced and cross…",Remote,https://uk.indeed.com/rc/clk?jk=d1b38e1b28e0fd17&fccid=f4901df633921284&vjs=3
548,"Senior Product Designer, £60,000 - £75,000",CybSafe,,"Empower, coach, mentor and support junior product designers.
In this role, you support CybSafe’s overall product direction and design strategy, reinforce our…",Remote,https://uk.indeed.com/rc/clk?jk=afa8732376cf76d5&fccid=2cb2e3066636f99b&vjs=3
549,Senior / Lead React Developer,TeamITG,,"Team leadership or experience of mentoring more junior team members.
Strong knowledge of software development practices, processes and theories, especially…",Remote,https://uk.indeed.com/rc/clk?jk=3b61078c9bb33da8&fccid=ae09b7105a275b22&vjs=3
550,Senior Product Manager (Integrations & API),Digital Shadows,,"Experience of the software development lifecycle, in particular Agile methodologies.
We are seeking a Senior Product Manager to manage expand our API and…",Remote,https://uk.indeed.com/rc/clk?jk=a32a4098fa655aa0&fccid=f4b11374fb131747&vjs=3
551,Senior DevOps Engineer,Blue Prism,,"Able to mentor, encourage and guide junior DevOps engineers and developers in DevOps practices.
You will coach and mentor team members in various DevOps skills,…",Remote,https://uk.indeed.com/rc/clk?jk=a630c9266ef3f880&fccid=c3c74fe89412e37e&vjs=3
552,Senior Full Stack Developer,Bullhorn,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=6719345f41884e1e&fccid=4b0e4e241ddcf265&vjs=3
553,"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,,"Work with product owners, product managers, user interface designers and other software engineers to write technical documents that identify software project…",Remote,https://uk.indeed.com/rc/clk?jk=cefc362cf84bd06e&fccid=56947a13dff13841&vjs=3
554,Senior Software Engineer,Holland and Barrett,,Implement performant software using documented algorithms and methods of software optimisation on functional team platform.,Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEhSyAj73O13Q-I5H1exbj-7eLG-tf_p4ussPD4P1_UGN5awZ2zrL6qMaZHur5iQFwtdIjkUHFSkqKuc8vTwYsZIY7_GdtMRknD0Lu5INHzJMBbeExdt4Su7ZsZnAO5E8ZalkeKLG9HsTGoMFfrVh3PJoYodAaeGib5sarLsLrNAXlhGdLuqVyXLo5Z1EO2l3y9qZpCpOYGYm_8-vO5APQ7SqZLToFZjQqJtbALKHI7oiJP9QxtM2OaWNWnzopVXDLSYyyVpdul2n9Jsz7kZKjH-lWUWJVpF7zSx7pgFi6pu7Onn3ke16PIVs_ldYBqtfZiqxjE3hrJMwuu6UaqZJOYnRW0hqmvxGT9f-nDWLSq8SgftsApSn3rOSC6CDhGYi3uDeI0JVR5J_ZIUCli4-Y1JIidkeGYPXQLFV4pzZE1AfbM8-2dAm8QgGu79j1I1yqrdF3JIFpy7ezMFxdH-SyRNW-X0Y7MAnuIYroNUrcuZHOHwB32k4xJKssNH7OeFiwfYccpo-JbubTayqoN2qAC0TYAPLNtHf8qW0BuGusObLRrBqLXdCcBlfUl4bTjIGdoIRHEEDVCJPNQqQFkzLkCQZQBaA5BNkoMe3IXZhyr9WHpxs_n14cTW0cQvuSyF4VEo7Uv5XyNS8-XS6XSxtE1dDFEWfsV5yACmcYNWsNoAfC6smY5qQZzj0rnklAPUZEgdniaOtWFgs6Us0t8KxExrsD0ljClKlAbE2SOdzw7Z4xtP5pm3jI621gAxPm5tyu4AU5AdNjYzJCbHqmQMPjGHR_Ck1hSMZut1-Ynp8t1PUGTIbntHDg0S6fmgboG3Thf5JJ5WlSljeAR3A_s1enrEJavVbaAWfhJAKAPolhKrL6cKc7FJjIOG3dyxsn6HUCYPl1Z8ZIfalbapfPLR7ZegnrvIvrle_DUPR2N_9eQQ02C2ViB9W2Yw==&p=11&fvj=0&vjs=3
555,Senior SAP Core Insurance Architect: Sales and Performance M...,SAP Fioneer,,"You will promote and participate in strengthening SAP Fioneer’s collective knowledge by advocating best practice, mentoring of junior consultants and…",Remote,https://uk.indeed.com/rc/clk?jk=3819dadb512e1945&fccid=0d6aec866fba2ad5&vjs=3
